uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
5c1dadf57573,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,Missouri,Place,Q1581,,state of the United States of America,"My grandparents, the Heffrons, were Irish immigrants. They came to California from Missouri, settling near Petaluma. They farmed there and eventually donated some land to a school. This was likely in the early 1900s.","My grandparents, the Heffrons, were Irish immigrants. They came to California from a Midwestern state, settling near Petaluma. They farmed there and eventually donated some land to a school. This was likely in the early 1900s."
c15a7d1d4986,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,California,Place,Q99,"US-CA|The Golden State|CA|Golden State|State of California|Cal.|Cali.|Calif.|California|California, United States",state of the United States of America,"My folks were from Oakland, California, born in the late 1890s. But before that, my mother's family, the Heffrons, farmed in California near Petaluma after coming from Missouri. Land was cheap then, even in California, just $10 an acre in the 40s.","My folks were from Oakland, born in the late 1890s. But before that, my mother's family, the Heffrons, farmed near Petaluma after coming from Missouri. Land was cheap then, just $10 an acre in the 40s."
a86a07eca53d,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,"Petaluma, California",Place,Q720087,,"city in Sonoma County, California, United States","My mother's family, the Heffrons, came from Missouri. They settled in California, farming land near what's now Petaluma, California. They even donated some of that land to a school. This was likely in the early 1900s. My mother later moved from the Petaluma, California area to Oakland.","My mother's family, the Heffrons, came from Missouri. They settled in California, farming land in Sonoma County. They even donated some of that land to a school. This was likely in the early 1900s. My mother later moved from that area to Oakland."
afb27517aa2c,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,"Buffalo, New York",Place,Q40435,,"city and county seat of Erie County, New York, United States","After my parents' divorce, around 1926, Dad took my sister and me to Buffalo, New York. Mom's drinking was bad. I remember snow and sleeping in a loft. I caught scarlet fever there, before antibiotics. It was so cold in Buffalo!","After my parents' divorce, around 1926, Dad took my sister and me to a city in western New York. Mom's drinking was bad. I remember snow and sleeping in a loft. I caught scarlet fever there, before antibiotics. It was so cold!"
49c52b3a8478,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,Christmas,Event,Q16826756,Christmas,family name,"I remember being about four, living with my aunt and uncle in Oakland. I got appendicitis and ended up in the hospital. It's the first Christmas that I remember clearly, because I spent it there. Despite everything, it was beautiful.","I remember being about four, living with my aunt and uncle in Oakland. I got appendicitis and ended up in the hospital. It's the first late-December holiday season that I remember clearly, because I spent it there. Despite everything, it was beautiful."
ca123d44ed6a,train,unr_oral_history,unr_Bud_Beasley_Nevada_Educator_Coach_and_Athlete,California,Place,Q99,"US-CA|The Golden State|CA|Golden State|State of California|Cal.|Cali.|Calif.|California|California, United States",state of the United States of America,"I was born in New Mexico in 1910, but my family soon moved to California. I remember graduating from Santa Cruz High School there. After that, I came to Reno in 1930 on a football scholarship.","I was born in New Mexico in 1910, but my family soon moved west. I remember graduating from Santa Cruz High School. After that, I came to Reno in 1930 on a football scholarship."
23a6fb62c3d9,train,unr_oral_history,unr_Bud_Beasley_Nevada_Educator_Coach_and_Athlete,New Mexico,Place,Q1522,,state of the United States of America,"I was born in **New Mexico** back in 1910. My family didn't stay long, though. We soon moved to California, where I later graduated from Santa Cruz High School. That was before I came to Reno in 1930.","I was born in that southwestern state back in 1910. My family didn't stay long, though. We soon moved to California, where I later graduated from Santa Cruz High School. That was before I came to Reno in 1930."
65fc56a3eda7,train,unr_oral_history,unr_Bud_Beasley_Nevada_Educator_Coach_and_Athlete,Pacific Coast League,Organization,Q1353669,,Class AAA baseball league in the western U.S.,"I loved coaching, but I also played baseball. I was with the Sacramento and Seattle teams. It was in the Pacific Coast League, a great minor league back then. I played against some top players in my era.","I loved coaching, but I also played baseball. I was with the Sacramento and Seattle teams. It was a great minor league back then, out on the west coast. I played against some top players in my era."
63276dd5affc,train,unr_oral_history,unr_Charlotte_Hunter_Arley,Massachusetts,Place,Q771,,state of the United States of America,"In 1935, after passing the bar, I joined a top law firm. It was in Boston, Massachusetts, you know. But those fellas didn't keep their promises to women back then. So, I headed West from Massachusetts, looking for a fair shake.","In 1935, after passing the bar, I joined a top law firm. It was in Boston, you know. But those fellas didn't keep their promises to women back then. So, I headed West from there, looking for a fair shake."
82254c9d90b4,train,unr_oral_history,unr_Charlotte_Hunter_Arley,Great Depression,Event,Q8698,,worldwide economic depression (1929–1939),"I grew up in Springfield, MA. In the 1930s, I worked for the Federal Land Bank. It was during the Great Depression, and folks were struggling. I also volunteered at the Legal Aid Society then, trying to help where I could.","I grew up in Springfield, MA. In the 1930s, I worked for the Federal Land Bank. It was a tough time, and folks were struggling. I also volunteered at the Legal Aid Society then, trying to help where I could."
618d6f1711a2,train,unr_oral_history,unr_Charlotte_Hunter_Arley,Nevada Supreme Court,Organization,Q121470056,,decision rendered by the highest court of Nevada,"Practicing law in Reno in '47 was something else. I remember the ""Petticoat Trial,"" my first jury case. Some of my other cases ended up before the Nevada Supreme Court. They set precedents that are still used today, you know.","Practicing law in Reno in '47 was something else. I remember the ""Petticoat Trial,"" my first jury case. Some of my other cases ended up before *the state's highest court*. They set precedents that are still used today, you know."
e15ef899963a,train,unr_oral_history,unr_Churchill_County_Oral_History_Project_Interviews_with_Carl_F_Dodge_Ira_Hamlin_Kent_and_Myrl_Nygren,"Carson City, Nevada",Place,Q40881,,"independent city in and capital of Nevada, United States","After Berkeley, I shifted gears and focused on public health administration. For a decade, my work was based in Carson City, Nevada. It was a change from the hospital environment in Reno, but I found it rewarding. Those years in Carson City, Nevada, really shaped my understanding of community health needs.","After Berkeley, I shifted gears and focused on public health administration. For a decade, my work was based in the state capital. It was a change from the hospital environment in Reno, but I found it rewarding. Those years working there really shaped my understanding of community health needs."
d2eabead50f8,train,unr_oral_history,unr_Clarence_J_Thornton_Entrepreneur_Agriculture_Business_Politics,"Fallon, Nevada",Place,Q985524,,"city in and county seat of Churchill County, Nevada, United States","After graduating in '26, I got involved in managing agricultural events. These connections made him a good choice to manage the Nevada State Fair in Fallon beginning in 1927. Fallon, Nevada, became a central part of my life then.","After graduating in '26, I got involved in managing agricultural events. These connections made me a good choice to manage the Nevada State Fair beginning in 1927. That small city in the western part of the state became a central part of my life then."
